labels,titles
clickbait,Viral Polisi Bermotor Serobot Akses Masuk Tol Pengendara Mobil Sedang Diselidiki
no,39 Komunitas Kawasaki Berkumpul di Makassar
clickbait,"Dickies, Celana ""Murah"" yang Digandrungi Para Pesohor Dunia"
clickbait,"Gagal Tebak Lagu, Steven Jam Malah Bahas Rambut Kawannya"
no,"BI: Tahun Depan, Tekanan ke Nilai Tukar Rupiah Akan Berkurang"
clickbait,"Dell Boyong Laptop Prosesor ""Gado-gado"" ke Indonesia, Harga Rp 39 Juta"
clickbait,"Makan ""Sushi"" di Jepang? Catat Panduan Lengkap Ini..."
no,Produksi Minyak Pertamina EP di Sukowati Capai 10.000 Barrel Per Hari
clickbait,Trik Mengenalkan Topik Seks Pada Anak Sejak Kecil
no,Tarif Sewa Palapa Ring Barat Ditetapkan Minggu Depan
no,TNI Minta Warga Setempat Tak Buang Sampah ke Kali Bekasi
no,Pesawat Baling-baling ATR Diklaim Cocok Sebagai Pembuka Rute
clickbait,Anies Baswedan: Indonesia Layak Gelar Olimpiade
no,"Liga 2, Persik Kendal Kalahkan Perserang Serang 2-0"
clickbait,Messi Belum Bisa Lupa Kekalahan dari AS Roma pada Musim Lalu
clickbait,"Tinggalkan Indonesia, Gunadi Mulai Menyebrang ke Malaysia"
no,Generasi Milenial Nyicil Rumah Meningkat Setiap Tahun
clickbait,Aktor Ini Bikin Replika Motor Chopper Jokowi
no,"Kalender Sementara MotoGP Dirilis, Meksiko Batal Jadi Tuan Rumah"
clickbait,"Nih, Subsidi Rumah Buat Para Milenials"
clickbait,"Sukses dengan Yeezy, Kanye West Mau Ikut Pilpres AS 2024"
clickbait,"Jelang Pernikahan, Baim Wong Buat Tantangan Turunkan Berat Badan"
clickbait,Tatjana Saphira Pamer Foto Bareng Park Seo Joon
no,"Kasus Sengketa PLTP Dieng-Patuha, PN Jaksel Kabulkan Sebagian Tuntutan Bumigas"
no,Taman Nasional Tanjung Puting Direncanakan Jadi Bali ke-11
no,Ini Daftar Cabang Olahraga Asian Para Games 2018
clickbait,Cara Pebalap MotoGP agar Tak Cedera Parah Saat Terjatuh
clickbait,Tangisan Chelsea Islan di Adegan Akhir Sebelum Iblis Menjemput
clickbait,Menikmati Ketenangan Goa Maria Tritis di Gunungkidul
clickbait,"Diprotes Anggota DPR, Ini Tanggapan Sri Mulyani"
no,Kemendikbud dan Menpan RB Siap Angkat 100 Ribu Guru Baru
clickbait,50 Restoran Berlabel Michelin Star Termurah di Dunia
clickbait,"Rocky Marciano, Petinju Legendaris AS Halaman 1"
clickbait,Fakta Terbaru Kasus Pengemudi Grand Livina yang Dikeroyok Massa di Mangga Besar
no,Smartphone Kian Laris Berkat Layar Jumbo
no,Nixon dan Metallica Hadirkan 9 Jam Tangan Cadas
clickbait,Asal Usul Nama Pos Ketan Legenda di Batu...
no,"Kolaborasi ""Mencabut Semeru"" dan ""Guncang Dunia"" President University"
clickbait,Joe Taslim Akan Bereuni dengan Yayan Ruhian di Layar Lebar
clickbait,Koalisi Prabowo-Sandiaga Akan Siapkan Tim Jubir untuk Emak-emak
no,TC Bantu Pengetahuan Pelatih soal Kekuatan Persipura
clickbait,Kenapa Tergores Kertas Rasanya Sakit Sekali? Ahli Menjawab
clickbait,Mau Wisata Kuliner di Medan? Catat Destinasinya!
clickbait,Tahun Ajaran Baru dan Hari-hari yang Emosional bagi Kate Middleton...
clickbait,"14 Perusahaan E-Commerce Tebar Diskon, Berminat?"
clickbait,"Ingin Jadi Pebalap Gokart, Ini Biaya yang Harus Disiapkan"
clickbait,Lopetegui: Keraguan Messi adalah Kesalahan Besar
clickbait,"Anak 13 Tahun Nikahi Siswi SMK, Keduanya Pun Memilih Putus Sekolah"
clickbait,Kiper Termahal Dunia Siap Kudeta Posisi De Gea di Timnas Spanyol
clickbait,Nama Meghan Dicantumkan Iklan Universitas untuk Menarik Mahasiswa
no,Raisa dan Hamish Daud Rayakan HUT Perkawinan dengan Foto Kehamilan
clickbait,"Aransemen Kekinian ""Lagi Syantik"" Tuai Protes, Siti Badriah Minta Maaf"
clickbait,Ini Agenda DPRD Kota Malang yang Tertunda Pascapenangkapan 41 Anggota Dewan
clickbait,"Kenapa ""Stuntman"" Jokowi Harus dari Thailand?"
no,Tanamduit Dapat Suntikan Modal Baru 3 Juta Dollar AS
no,Kemenpora Tagih Roy Suryo Kembalikan 3.226 Barang Milik Negara
clickbait,"Memelihara Kucing Bikin Hidup Lebih Sehat dan Bahagia, Benarkah?"
clickbait,"Teleskop Hubble Rekam Aurora Saturnus dari Dekat, Seperti Apa?"
no,"Bantah Ada 25 Identitas Ganda di DPS, KPU Tak Tunda Penetapan DPT"
clickbait,Deteksi Kebohongan Lewat 6 Bahasa Tubuh Berikut..
clickbait,Mengenal Beda Jenis dan Fungsi Kosmetik Bibir
no,"Sebelum Iblis Menjemput Tayang Internasional, Para Pemainnya Bersuka Cita"
no,Pertamina Bakal Bikin Dexlite B20
no,"Revitalisasi SMK, Guru dan Kepala Sekolah Akan Dikirim ke Jerman"
clickbait,Marcus Gideon Tak Mau Terbebani Pikiran Olimpiade 2020
no,Pendiri Kelompok Jaringan Haqqani Dilaporkan Meninggal Dunia
clickbait,"Update Besar Windows 10 Meluncur Oktober, Apa Saja yang Berubah?"
no,PLN Pelajari Pemanfaatan Tenaga Nuklir dari Rusia
no,Seorang Polisi Jadi Korban Penjambretan di Matraman
clickbait,"Bayi Kembar Tiga Lahir di Avanza, Diberi Nama Avanza"
clickbait,"Shooting 48 Jam di Kubangan Lumpur, Chelsea Islan Tak Sempat Mandi"
no,Kominfo Anggarkan Rp 38 Miliar untuk Cetak SDM Teknologi
clickbait,"Demi ""Caption"" Menarik, Suami Tantri KotaK Bermeditasi di Kamar Mandi"
clickbait,"Ini Dia, 5 Tahap Mengenali dan Mengembangkan Minat Bakat Anak"
clickbait,Ada BLACKPINK di Album Baru Dua Lipa
no,UEFA Nations League 2018 Disiarkan Langsung Super Soccer TV
clickbait,Keeksotisan Pulau Sumba Semakin Dikenal Wisatawan
clickbait,"Rupiah Melemah, Sejumlah Anggota DPR ""Protes"" ke Sri Mulyani"
no,"Demi Keluarga, Messi Bertahan di Barcelona"
clickbait,Bintang Layar Perak Altis Stance Elegant
no,Motor Chopper Jokowi Dipajang di Mal
no,"Di Garis Depan Industri 4.0, UMN Resmikan Lab Artificial Intelligence"
clickbait,"Menpora Berikan Bonus ""Susulan"" bagi Atlet dari 4 Cabang Olahraga"
no,Tatjana Saphira Raih Penghargaan di Seoul International Drama Awards 2018
clickbait,Dira Sugandi Dapat Pesan dan Dihampiri Lee Donghae Super Junior
clickbait,Syarifuddin: Ini Sambutan Terakhir Saya Sebagai Penjabat Gubernur Jateng...
clickbait,"Motor Lawas Kawasaki Ini Ibarat ""Kakek-nya"" W175"
clickbait,Rahasia Tidur Lelap dengan Cepat ala Militer
no,Mata Uang Negara-negara Berkembang Berguguran
no,Kementerian Pertanian Kendalikan Penyakit Rabies di NTT
no,KotaK dan /rif Meriahkan Authenticity Fest 2018
clickbait,"Pendidikan ""Online"" Indonesia Diharap Mampu Berevolusi, Seperti Apa?"
clickbait,Polri Ungkap Alasan Tak Beri Izin Jalan Sehat yang Dihadiri Ahmad Dhani dan Neno Warisman
no,"Jadi Caleg DPR RI, Gubenur Kaltim Awang Faroek Mundur dari Jabatannya"
clickbait,"Perang Diskon ""Mobil Sejuta Umat"" Tembus Rp 30 Juta"
clickbait,Cuaca Panas di Kota Manado? Cocoknya Santap Es Brenebon...
no,Pelemahan Rupiah Diyakini Tak Pengaruhi Daya Beli Masyarakat
clickbait,"Jimi ""Hutan Tropis"" Tak Sekedar Bicara Lingkungan"
no,"Perkuat Rupiah, Pemerintah Jangan Hanya Andalkan Kenaikan Suku Bunga Acuan"
no,Sejarah Penyelenggaraan Asian Para Games
clickbait,"Mengenal Tarsius, Monyet Kecil yang Menggemaskan"
clickbait,Djokovic Tantang Nishikori di Semifinal US Open 2018
clickbait,"Paraguay Pindahkan Kedubes ke Tel Aviv, Begini Tanggapan Israel"
clickbait,Faktor Usia Bikin Melissa Karim Tak Bisa Lari Sesering Dulu
no,Harga Tiket Masuk IIMS 2019 Tidak Naik
clickbait,"Ritual Gumbregan, Saat Sapi dan Kambing di Yogyakarta Diberi Makan Nasi"
no,"Belum Konfirmasi Kontrak PSSI, Luis Milla Pantau Timnas U-21 Spanyol"
clickbait,Ilmuwan: 100 Tahun Lagi Wajah Bumi Tak Akan Dikenali
clickbait,Simak Daftar Harga Skutik di September 2018
clickbait,"Setiap Rupiah Melemah Rp 100, Dua Perusahaan Tambang Ini Raup Untung"
clickbait,"Pasar Lesu, Samsung Bikin Tablet yang Sesuai Kebutuhan"
clickbait,"Demokrat: Setiap Enembe Hadapi Persoalan Berat, Termasuk Hukum, Pelariannya Hanya ke SBY..."
clickbait,Mengenal Empat Pemeran Dao Ming Si dalam Meteor Garden versi Empat Negara
no,Perjalanan Ekspor Toyota Indonesia
no,"Dollar Naik, Pedagang Glodok Tak Berani Stok Banyak Barang Impor"
clickbait,"Berkumpul Bikin Keberanian Laba-laba Ini Makin Meningkat, Kok Bisa?"
no,Lippo Resmikan Rumah Sakit Baru di Semarang
no,Destinasi Wisata Indonesia Dipromosikan di Vietnam
clickbait,"Instagram Siapkan IG Shopping, Aplikasi Khusus Jual-Beli Online?"
no,Korban Kebakaran Lodan Tunggu Kepastian soal Proyek Saluran Air
clickbait,"Ayo, Ubah Wacana Liburan ke Pantai Jadi Nyata"
no,Basuki Pastikan Seluruh Proyek Kementerian PUPR Jalan Terus
clickbait,"Pejabat yang Dicopot Mengaku Tak Dapat Uang Pensiun, Ini Kata Sekda DKI"
clickbait,"Makan Rumput, Inilah Hiu Omnivora Pertama di Dunia"
clickbait,10 Kebiasaan Harian untuk Menurunkan Berat Badan
clickbait,"Fenomena Bengkel Resmi Enggan Layani Motor ""Discontinue"""
no,"Atasi Kepunahan, Dua Singa Dilahirkan Lewat Inseminasi Buatan"
no,Bazaar Fashion Jakcloth Sambangi Kota Padang
clickbait,Dua Skutik Kawasaki Punya Warna Baru
no,Suryanation Motorland 2018 Bakal Mendarat di Pulau Celebes
no,"Demokrat Anggap Masalah Roy Suryo Serius, Bisa Merugikan Partai"
no,Sony Hentikan Layanan Perbaikan PlayStation 2
no,"Bocoran Harga iPhone 2018, Paling Murah Rp 12 Juta"
clickbait,Diskusi Dana BOS dan Mutu Pendidikan antara Kemendikbud dan Bank Dunia
clickbait,"Di Balik Megahnya ""Kota Hantu"" China"
clickbait,Terungkapnya Persekongkolan Kades hingga Camat di Bekasi Palsukan Akta Tanah...
clickbait,Google Diam-diam Beli Data Kartu Kredit demi Pengiklan
clickbait,3 Bangunan Ikonik Karya Gubernur Baru Jawa Barat
no,Amazon Bergabung dengan Apple Jadi Perusahaan 1 Triliun Dollar AS
clickbait,"The Nun: Antara Valak, Kastil, dan Takhayul"
clickbait,5 Pilihan Acara Akhir Pekan di Jakarta Yang Bisa Anda Kunjungi
no,Pembatasan Impor Moge dan Mobil Mewah Langsung Dimulai
no,Jepang Segera Uji Coba Miniatur Lift Ruang Angkasa
no,Pengembang Rancamaya Raup Untung Besar dari Bocimi Seksi 1
clickbait,Jokowi Bakal Kejar Bos Besar Toyota Sampai Jepang
no,BKN Tambah Titik Pelaksanaan Rekrutmen CPNS 2018
clickbait,KY Ungkap Dua Alasan Maraknya Pelanggaran Hakim
no,"Masuk Kandidat Ketua Tim Kampanye, Erick Thohir Dinilai Dekat dengan Milenial"
no,"Laba Merosot, Dividen Pertamina dan PGN Bakal Turun Drastis"
no,Pelemahan Rupiah Berdampak Buruk bagi Industri Mode Ritel
clickbait,Inilah Resor Terbaik di Indonesia Tahun 2018
no,Burung Biru Cantik Dalam Film Rio Diyakini Ahli Punah di Alam Liar
clickbait,"Ghaitsa Kenang Punya ""Balon Udara"" untuk Ceritakan Arti Persahabatan"
clickbait,Fakta Terbaru di Balik Aksi Moge Jokowi
clickbait,Sarapan Bikin Hari Lebih Produktif! Ketahui Panduan Sehatnya
clickbait,Ini Cara Garuda Hadapi Pelemahan Rupiah
clickbait,Anies: Jadi Orang Miskin di Jakarta Lebih Mahal Ketimbang Orang Kaya
no,"Gaet Gudang Garam, Jasa Marga Kembangkan TCD di Kediri"
no,Pesawat Terbang Laut Disebut Solusi Transportasi di Kepulauan Riau
no,"Bikin Sayembara Konversi CO2, NASA Tawarkan Hadiah 11,2 Miliar"
no,Bhayangkara FC Masih Cari Lawan Uji Coba
clickbait,Bisakah Kita Terkena Infeksi bila Mencoba Sepatu Tanpa Kaus Kaki?
clickbait,Astronom Temukan Bintang Kecil yang Bisa Menjelaskan Terbentuknya Bumi
no,"Usai Tenggak Miras, Belasan Pemuda di Cengkareng Dibekuk Polisi"
clickbait,"Aksi Kamisan Bentangkan Spanduk Berisi Pernyataan Hendropriyono, SBY, hingga Jokowi"
no,"Resmi, Samsung Galaxy Tab A 10.5 Hadir di Indonesia"
clickbait,"Studi Baru di Bandara: Baki ""X-Ray"" Paling Kotor, Toilet Paling Bersih"
clickbait,Pengumuman Penting bagi Pemilik Galaxy Note 5 dan S6 Edge Plus
clickbait,"Keputusan Hasil CPNS 2018 Didominasi Tenaga Pendidik, Berapa Kuotanya?"
clickbait,Cerita Jaket Custom RAN Saat Tampil di Penutupan Asian Games
no,Pelemahan Rupiah Tak Banyak Pengaruhi Keuangan Garuda Indonesia
clickbait,Lima Ruas Tol Beroperasi Sampai Akhir 2018
no,Kurs Jual Dollar AS di Bank Besar Telah Tembus Rp 15.000
clickbait,"Keliling Eropa Gaya ""Backpacker"" Bersama Lansia, Mungkinkah?"
clickbait,Selena Gomez Jajal Profesi Baru di Bidang Sosial
no,"Mobil Polisi Parkir di Depan Gedung Samsat Jaksel, Area Parkir Warga Jadi Menyempit"
clickbait,Ini Jurus BI untuk Mengawal Rupiah
no,“Mode Gelap” YouTube Sudah Tersedia di Semua Perangkat Android
clickbait,Benarkah Program KB Bisa Bikin Gemuk?
no,"A Man Called Ahok, Cerita tentang Hubungan Ayah dengan Anak"
no,Anggota OK OCE Dilatih Hitung Untung-Rugi
clickbait,"Program Menarik Buat Milenial, Mulai DP 0 Persen hingga Cicilan Murah"
clickbait,Jangan Semua Pemain Ingin Meniru Kevin
clickbait,Mengapa Ponsel Baru Nokia Butuh Waktu Lama Masuk Indonesia?
no,Vimeo Mulai Bisnis Jualan Stok Video
clickbait,Jokowi: Kabar Penghentian Tunjangan Profesi Guru Itu Hoaks...
clickbait,Jelang Hari Aksara Internasional dan Ajakan Majukan Literasi Berbudaya
no,"7.000 Tahun Lalu, Petani Bawa Bekal Keju Saat Bermigrasi ke Eropa"
clickbait,Penjelasan Sophia Latjuba tentang Foto Mesranya dengan Jeremy Thomas
clickbait,3 Fitur Galaxy Tab A 2018 untuk Bermain dan Belajar
clickbait,Christopher Rungkat Belum Percaya Bisa Raih Medali Emas Asian Games
no,Kamar Suite Hotel Terbaik Indonesia Tahun 2018
clickbait,4 Obyek Wisata Sejarah yang Bisa Dikunjungi di Bengkulu
clickbait,Apa yang Terjadi bila Pesawat Dipenuhi Orang Sakit? Ahli Jelaskan
no,300 Hektar Lahan Pulau Baai Bengkulu Diusulkan Jadi KEK Pariwisata
clickbait,Ini Mini Countryman Rakitan Sunter
clickbait,"""Semurni Embun Pagi"", Bukti Maruli Tampubolon Juga Bisa Sajikan yang Ringan"
no,Kementan Gandeng Kadin untuk Dorong Percepatan Ekspor Komoditas Pertanian
clickbait,Ini Jenis Barang yang Tarif PPh Impornya Naik
clickbait,Seberapa Efektif Kondisioner Menutrisi Rambut?
clickbait,6 Alasan Mengapa Kamu Harus Berciuman...
clickbait,Nabilah Ayu Eks JKT 48 Belum Berniat Cari Kekasih
clickbait,Roy Suryo: Ini Fitnah untuk Menjatuhkan Nama Baik Saya
no,"Diganjar Kartu Merah, Mbappe Dihukum 3 Pertandingan"
no,"Digugat, Facebook Tuntut Balik BlackBerry"
no,"Ke Jepang, Menkominfo Cari Investor bagi Startup Indonesia"
clickbait,Tukul Arwana: Semua Harus Dijalani Pakai Hati
clickbait,"Pria Harus Paham, Peran Besar Suami dalam Lancarnya Persalinan Istri"
clickbait,"Luangkan Waktu 27 Menit di Pagi Hari, demi Kebahagiaan..."
clickbait,"Laura Basuki: Saya Memang ""Sadis"""
clickbait,"Pelemahan Rupiah Tak Separah 1998, Ini Sebabnya"
clickbait,Nokia 6.1 Plus Andalkan Fitur Bothie untuk Gaet Pembeli
no,Ekspor Toyota Diklaim Naik Tujuh Bulan 2018
clickbait,"Tiba di Medan, Edy-Ijek Disambut Adat Melayu"
no,"Bantah Akan ke Juventus, Marcelo Ingin Habiskan Karier di Real Madrid"
clickbait,Suzuki Mencoba Kebal Terhadap Dollar AS
clickbait,Benarkah Telat Makan Bisa Bikin Kita Masuk Angin?
no,"Rupiah Makin Melemah, Impor Mobil Mewah Dihentikan"
clickbait,Cara Meghan Markle Hargai Barang Pemberian Ratu Elizabeth
clickbait,"Kurang Tidur, Penyebab Gemuk yang Tak Disadari"
clickbait,"Langka, Ikan Pari di Kebun Binatang Australia Melahirkan Tanpa Ayah"
clickbait,"Anies Ingin Jakarta Tambah ""Ruang Ketiga"""
clickbait,Salah Pilih Pakaian Bisa Bikin Cedera Saat Lomba Lari
clickbait,Kontribusi untuk Masyarakat lewat Writing Competition Beswan Djarum
clickbait,"Kembali Bersama, Yama Carlos Pacaran Lagi dengan Istri"
clickbait,"JPO Jembatan Gantung Ditutup, Pengguna Transjakarta Kebingungan"
no,Mochtar Riady Sarankan Pemerintah Fokus Membangun Satu Wilayah Saja
clickbait,"Perdana Main di Web Series, Oka Antara Merasakan Kebebasan"
clickbait,"Dibandingkan Meghan, Pilihan Busana Kate Middleton Lebih Berpengaruh"
clickbait,Berita Menarik: KPR untuk Generasi Milenial dan Saran Mochtar Riady
no,"Kualitas Tak Merata, Kemendikbud Bersiap Mutasi Guru dalam Satu Zona"
no,60.000 Tiket Liga Champions di San Siro Sudah Ludes Terjual
no,"Angkat Potensi Wisata Sejarah, Bengkulu akan Filmkan Ibu Fatmawati"
clickbait,Alasan Stoner Mundur Jadi Pebalap Penguji Ducati
no,Pihak Roy Suryo Mengaku Belum Terima Surat dari Kemenpora
clickbait,"Mengenal TWA Batuputih, Rumah Tarsius, Yaki, dan Maleo"
clickbait,Ampuhkah Diet Pegan untuk Menurunkan Berat Badan?
no,Sepi Penumpang Jadi Alasan Garuda Tutup Rute Jakarta-London
no,Refly Harun Dicopot sebagai Komisaris Utama PT Jasa Marga
no,Daniel Mananta Andalkan Video di YouTube untuk Mendalami Karakter Ahok
clickbait,Jorginho Ungkap Perbedaan Liga Inggris dan Liga Italia
no,Tuntutan Fasilitas Jadi Kendala Kontrak Luis Milla
no,Perilaku Konsumtif Masyarakat Turut Sebabkan Rupiah Anjlok
no,PT DGI Kembalikan Uang Rp 70 Miliar kepada KPK
no,Produser: Film A Man Called Ahok Jauh dari Politik
clickbait,"Jangan Salah, Aki Motor Karburator Beda dengan Injeksi"
clickbait,Resor Terbaik untuk Bulan Madu Se-Asia Adalah....
no,"KPU dan Bawaslu Diminta Fokus pada Pemilu, Bukan Berseteru"
clickbait,"Lewat ""Mid Century Glam"", Nestudio Optimistis Raih Pasar Furnitur"
no,"China ""Pede"" Hadapi Perang Dagang dengan AS"
no,Cara Hitung Kebutuhan Kalori Harian
clickbait,"Lagi, Jababeka Bikin Perusahaan Patungan dengan Developer Jepang"
clickbait,"Balapan di Kandang, Rossi Targetkan Juara"
no,"EOS R Resmi Meluncur, Mirrorless Full Frame Pertama Canon"
no,Nike Pilih Chelsea Untuk Debut Teknologi NikeConnect di Sepak Bola
clickbait,Sophia Latjuba-Ariel NOAH Sudah Berpisah Lebih dari Setahun
no,"Nokia 6.1 Plus Resmi Masuk Indonesia, Harga Rp 3,4 Juta"
clickbait,"Menu Baru IIMS 2019, Kontes Motor Kustom Nasional"
clickbait,"Langkah Praktis Hasilkan Tampilan ""No Makeup"" Makeup"
clickbait,"Ditunggu Indonesia, Luis Milla Malah Sapa Fans Klub Spanyol"
no,Studi: Konsumsi Minyak Ikan Selama Kehamilan Perkuat Tulang Anak
no,HR-V Teranyar Langsung Jadi Andalan Honda
clickbait,Curhatan Marquez soal Valentino Rossi
clickbait,"122.454 CPNS 2018 untuk Pendidik, Ini Nilai Minimal yang Harus Diraih"
clickbait,"Sarjana Melimpah, tapi Perusahaan Sulit Dapat Tenaga Kerja Siap Pakai"
clickbait,Politisi Gerindra Sebut Luhut Aktor Penting di Balik Kebijakan Jokowi
clickbait,"Jenis ""Headphone"" Terbaik untuk Cegah Kerusakan Telinga"
no,Aplikasi YouTube Kids Akhirnya Tersedia untuk Indonesia
clickbait,Seberapa Sering Jokowi Servis Motor Chopper Andalan?
no,Laura Basuki Nikmati Peran sebagai Dokter Forensik
clickbait,Langkah Kecil di Kudus Menuju Pentas Dunia
no,"Rupiah dan IHSG Terpuruk, Pemerintah Disarankan Mencabut Subsidi Energi"
clickbait,Nicholas Saputra Tidak Menyangka Perankan Bono dalam Aruna dan Lidahnya
no,"Sekda DKI Sebut 6 Pejabat yang Dicopot Bersedia Dipensiunkan, 4 Tak Bersedia"
no,Saham Perbankan Masih Rawan Tertekan
no,Anak Hingga Orang Dewasa Bisa Ikut Combi Run 2018
no,Mendagri Sebut Seharusnya Tak Ada Lagi Data Pemilih Ganda
no,Waterpark Terbaik se-Asia Ada di Bali
clickbait,"Akibat Tersapu Topan Dahsyat, Mobil di Jepang Tumpang-tindih"
clickbait,"Nih, Subsidi Rumah buat Para Milenial"
clickbait,"Bersiaplah, Ini Tanggal Pembukaan Pendaftaran CPNS 2018"
clickbait,"iPhone XS Max, Inikah Nama Resmi iPhone Terbaru?"
clickbait,Ilmuwan Tidak Perlu Lagi Ke Luar Negeri karena Akan Dibangun Lab Ini
no,"Agustus 2018, Keyakinan Konsumen Indonesia Turun"
no,Pembangunan Infrastruktur Harus Sesuai Kebutuhan dan Berkelanjutan
clickbait,"Gagal di Asian Games, Saling Tuding di Bulu Tangkis Malaysia"
clickbait,Pebalap MotoGP Sowan ke Paus Fransiskus
no,Latihan 6 Jam Sehari Jadi Kunci Sukses Sarah Raih Emas Asian Games
clickbait,Ada Kebun di Terowongan Kota London
no,Pemerintah Pertimbangkan Urgensi Proyek Infrastruktur yang Ditunda
clickbait,"Festival Tabot Bengkulu Digelar 10-20 September, Jangan Ketinggalan!"
clickbait,Ketahui 5 Fakta Film The Nun Sebelum Menontonnya
no,Daftar Harga Motor Bebek September 2018
clickbait,Petualangan Menerjang Derasnya Arus Sungai Prafi Papua Barat
no,Cari Tahu Informasi Seputar Bayi Tabung di Acara Fertility Science Week
clickbait,Xiaomi Siapkan Ponsel Kelas Atas Baru Rp 4 Jutaan?
clickbait,"Pajak Mobil Impor Dinaikkan, Ini Kata Gaikindo"
clickbait,"Tak Hanya Hadiah, Kemenpora Juga Beri Hukuman untuk Cabor Asian Games"
no,Sony Ngotot Tak Buka “Cross-play” Fortnite di PS4
no,Spider-Man: Far from Home Jadi Petunjuk Prekuel Infinity War
no,"Rincian Usulan Tambahan Anggaran Kementerian PUPR Rp 8,7 Triliun"
clickbait,"Bukan Cuma Kawin, Tanduk Elk Juga Jadi Perisai Hindari Serigala"
clickbait,Pilih Mobil Bekas dengan Banderol di Bawah Rp 100 Juta
no,"Tumbuh 58 Persen, Pendapatan Inalum Per Juli 2018 Rp 35,5 Triliun"
no,Man United Bisa Bangkit Jika Alexis Sanchez Kembali On-fire
clickbait,Menyantap Kuliner Khas Belitung di Kedai Tempat Aktivis Berkumpul
no,Anies: Saya Juga Kecewa sama Aparat yang Jalannya Enggak Benar
clickbait,Kondisi Ekonomi 2018 Disebut Lebih Buruk Dibanding 1998? Ini Faktanya
no,Ganjar Pranowo Pertanyakan Maksud Gerakan #2019GantiPresiden
clickbait,Ilmuwan Ungkap Alasan Kenapa Planet Sembilan Belum Ditemukan
clickbait,Pilihan Motor Sport 250 cc September 2018
clickbait,"Melihat ""Custom Collaboration"", Ajangnya Pegiat Kreatif Lokal..."
clickbait,"Oka Antara Belajar dari Idris Elba, Bintang Film Thor"
no,Bangun Rumah Lebih Cepat 30 Persen dengan Semen Siap Pakai
no,Daftar 20 Pemain Timnas Indonesia untuk Lawan Mauritius
no,Cristiano Ronaldo Lebih Layak Jadi Pemain Terbaik Eropa
no,Daftar Hotel Terbaik di Indonesia Tahun 2018
no,AKB48 Akan Meriahkan JAK-Japan Matsuri di Jakarta
clickbait,"Tak Sabar Menunggu Lampu Hijau, Pria Ini Rusak ""Traffic Lights"""
no,Ban RFT Belum Populer di Indonesia
no,Perusahaan Kecil Ingin Penyederhanaan Tarif Cukai Rokok Dijalankan
no,6 Mata Uang Negara Berkembang Jeblok Hari Ini
no,"Perluas Jaringan Penerbangan, Garuda Gandeng Japan Airlines"
clickbait,Sertifikasi Ungkap Nokia 9 Punya 3 Varian
no,Tak Semua Atlet Berprestasi di Asian Games Bisa Lolos Jadi PNS
clickbait,Peranan KB Wanita Terhadap Kemapanan Keluarga
clickbait,Melissa Karim Bersiap Lari di Kawasan Pegunungan
clickbait,Menikmati Indahnya Museum Bawah Laut
no,Nicholas Sean Bacakan Surat Ahok di Peluncuran Teaser Film A Man Called Ahok
no,IIMS Buka Pintu buat Kendaraan Niaga
no,Bawaslu Sebut Data Pemilih Ganda Berpotensi Bertambah
clickbait,"""Roller Coaster"" Mata Uang Negara-negara Berkembang"
no,"Danai Proyek Lain, Jasa Marga Lepas Aset JLB"
clickbait,Bisma Karisma Butuh 3 Bulan untuk Lepas dari Teja
no,Pemerintah Bakal Naikkan Bea Masuk Mobil Mewah hingga 190 Persen
clickbait,Nokia dengan 5 Kamera Belakang Menampakkan Diri
clickbait,"Simak, 5 Hal Wajib Sebelum Ikut Lomba Lari"
clickbait,"Pernah ke Bulan, Frank Borman Mengaku Benci Luar Angkasa"
no,"Rampungkan Jalan Perbatasan Kaltim-Kaltara, Butuh Rp 1,1 Triliun"
no,Daniel Mananta Merasa Tehormat Dipercaya Perankan Ahok
no,Harga Rumah di Dekat Pantai Menurun
no,"Xiaomi Boyong Mi TV 4A ke Indonesia, Banderol Rp 2 Juta"
clickbait,Adik Julia Perez Mengaku Dipaksa Pakai Nama Perez
no,Kategori Kendaraan Impor yang Pajaknya Naik
clickbait,"Usulkan 100 Ribu Guru Baru, Ini Syarat CPNS 2018 Tenaga Pendidik"
clickbait,"Ibu Hamil, Minumlah Minyak Ikan demi Anakmu"
clickbait,Seperti Ini Pengamanan yang Akan Dilakukan Polri Saat Asian Para Games
no,"Kolaborasi dengan Surya Semesta, Jasa Marga Prakarsai Tol Patimban"
clickbait,"Demi Bertahan Hidup, Naga Laut Berdaun Ini Pakai Ban Pelampung"
clickbait,"Negara Bagian AS Pakai Pesawat untuk Bikin Hujan Ikan, Buat Apa?"
no,"Pemkot Ingin Matikan Anggaran Kantor Lurah Jembatan Besi, DPRD DKI Meradang"
no,"Taifun di Jepang, Penerbangan Garuda Indonesia dari dan ke Osaka Dibatalkan"
no,"Berburu Tupai, Pria Ini Justru Tembak Sang Kakak"
no,Kemenpora Lepas Tim Basket Pelajar Indonesia ke Kejuaraan Asia
no,"Persib Terancam Tanpa Febri, Indra dan Aqil Saat Jamu Arema FC"
clickbait,Kanker Payudara Jangkiti 15 Pria yang Ada di Lokasi Tragedi 11/9
clickbait,"Waspadai, 4 Penyebab Bau Kaki"
clickbait,"Topan Menerjang, Ini yang Harus Dilakukan Saat Kita Berada di Jepang"
clickbait,"Mengenal Bidan Asri, Pahlawan KB dari Desa Sambigede"
clickbait,"Insiden di Pabrik Chip Samsung, 1 Tewas dan 2 Luka-luka"
